Name,Age,Department,Salary,Performance_Score,Years_At_Company
Ali,33.0,HR,38933,80.0,14
Khalid,33.0,Finance,118228,87.0,11
Sara,25.0,IT,39906,65.0,6
Mona,30.0,Finance,53814,79.0,10
Zara,25.0,IT,30818,95.0,9
Khalid,29.0,Sales,38434,72.0,5
Sara,24.0,Sales,86153,99.0,0
Mona,32.0,HR,60571,70.0,6
Sara,20.0,HR,70694,83.0,5
Zara,33.0,Finance,75485,78.0,11
Mona,30.0,IT,42069,82.0,3
Omar,40.0,Marketing,87198,90.0,12
Ali,29.0,HR,68662,96.0,7
Lina,29.0,Marketing,118970,96.0,6
Noor,33.0,Marketing,82169,62.0,7
Fahad,29.0,IT,102928,93.0,8
Noor,31.0,Finance,46102,88.0,0
Khalid,35.0,IT,63457,62.0,2
Noor,29.0,HR,117798,74.0,1
Mona,36.0,Marketing,82290,66.0,2
Omar,22.0,IT,41932,62.0,10
Lina,38.0,IT,41766,75.0,10
Ali,21.0,IT,118247,93.0,1
Ali,37.0,HR,43292,79.0,10
Zara,21.0,Finance,116223,,5
Fahad,40.0,IT,77631,92.0,8
Sara,31.0,HR,102944,73.0,1
Omar,25.0,Marketing,106230,,3
Sara,39.0,Sales,64533,70.0,4
Lina,25.0,HR,110773,79.0,4
Noor,29.0,Sales,35778,89.0,14
Ali,43.0,IT,65059,87.0,13
Lina,32.0,IT,34866,74.0,0
Noor,20.0,HR,103965,97.0,12
Ali,29.0,Sales,90661,72.0,5
Noor,28.0,IT,73352,94.0,13
Fahad,31.0,Marketing,118373,83.0,4
Omar,30.0,Finance,80736,60.0,12
Khalid,33.0,Finance,64075,83.0,5
Lina,22.0,IT,111951,86.0,13
Lina,27.0,Sales,54104,77.0,3
Hassan,32.0,IT,95827,85.0,12
Mona,26.0,Sales,99222,88.0,10
Fahad,35.0,Marketing,31642,67.0,5
Fahad,26.0,Sales,92845,,8
Sara,31.0,IT,119686,64.0,0
Noor,29.0,Marketing,38769,92.0,14
Mona,25.0,HR,99445,99.0,5
Omar,30.0,Finance,80375,64.0,0
Omar,23.0,IT,62078,95.0,11
Fahad,28.0,IT,42268,72.0,6
Omar,30.0,IT,40844,76.0,3
Hassan,23.0,Marketing,104174,72.0,5
Lina,33.0,HR,90763,84.0,6
Zara,31.0,Sales,41233,61.0,12
Khalid,33.0,HR,60496,83.0,10
Sara,30.0,Marketing,47806,95.0,4
Noor,24.0,IT,70326,84.0,8
Khalid,30.0,Finance,108807,93.0,7
Noor,33.0,IT,69513,71.0,14
Ali,24.0,Sales,81761,78.0,2
Khalid,24.0,Finance,49465,89.0,0
Zara,29.0,IT,69502,96.0,10
Fahad,28.0,Finance,109396,60.0,13
Hassan,30.0,HR,38250,62.0,9
Lina,29.0,Marketing,90503,85.0,7
Lina,31.0,IT,51310,74.0,3
Hassan,36.0,Sales,62206,87.0,6
Mona,33.0,HR,39764,63.0,3
Ali,30.0,IT,85596,78.0,6
Noor,24.0,HR,42842,83.0,13
Zara,26.0,Sales,119579,99.0,0
Omar,34.0,IT,32976,65.0,0
Khalid,28.0,Sales,37426,75.0,1
Ali,25.0,Finance,52887,91.0,4
Khalid,40.0,Sales,56710,89.0,14
Zara,,Finance,71387,94.0,10
Sara,,IT,77470,67.0,13
Sara,25.0,Finance,36486,64.0,9
Ali,34.0,IT,69258,96.0,5
Fahad,28.0,IT,52623,71.0,1
Zara,34.0,Marketing,53806,84.0,0
Zara,28.0,IT,35973,92.0,8
Hassan,38.0,Finance,76215,98.0,12
Fahad,27.0,Marketing,75939,83.0,14
Noor,42.0,Marketing,59157,70.0,6
Noor,31.0,IT,35521,94.0,7
Omar,37.0,Sales,42891,99.0,13
Lina,27.0,Sales,112331,60.0,5
Sara,23.0,Marketing,52474,67.0,12
Noor,18.0,IT,56507,82.0,8
Fahad,36.0,Sales,40687,79.0,7
Zara,30.0,IT,41009,91.0,3
Noor,24.0,IT,118762,70.0,4
Zara,37.0,Marketing,118484,66.0,1
Noor,36.0,Marketing,74291,89.0,0
Sara,37.0,HR,78296,98.0,13
Khalid,23.0,Sales,70225,72.0,5
Noor,36.0,Sales,117638,62.0,2
Fahad,32.0,Sales,64828,66.0,10
Noor,37.0,Finance,66102,72.0,3
Lina,33.0,IT,86342,96.0,13
Sara,31.0,Marketing,63712,84.0,0
Fahad,36.0,Sales,56823,82.0,5
Hassan,34.0,HR,35361,92.0,7
Fahad,35.0,Sales,110174,64.0,13
Lina,28.0,IT,68052,91.0,9
Khalid,29.0,IT,53265,89.0,3
Sara,21.0,Marketing,72012,90.0,9
Hassan,27.0,Finance,40916,72.0,14
Lina,34.0,Marketing,105045,64.0,7
Lina,33.0,Sales,75532,82.0,10
Ali,25.0,HR,77659,60.0,9
Sara,36.0,Marketing,119860,,2
Fahad,45.0,Finance,44003,,14
Zara,25.0,Marketing,72634,67.0,12
Khalid,29.0,IT,104992,62.0,14
Zara,27.0,Sales,41369,78.0,10
Fahad,30.0,Sales,49329,61.0,13
Fahad,,Sales,108754,90.0,6
Sara,,Sales,116700,69.0,2
Fahad,29.0,Sales,42410,75.0,14
Ali,30.0,Sales,59730,96.0,5
Hassan,32.0,HR,32665,79.0,3
Fahad,37.0,Finance,69899,62.0,5
Zara,30.0,Sales,67703,,6
Fahad,27.0,Finance,95951,93.0,7
Ali,33.0,Sales,54172,80.0,13
Noor,,Marketing,32684,95.0,5
Noor,29.0,Sales,103030,91.0,3
Lina,32.0,IT,49750,77.0,8
Khalid,28.0,HR,49887,93.0,6
Omar,27.0,Marketing,50826,97.0,8
Hassan,21.0,Marketing,36180,62.0,14
Mona,28.0,IT,76779,62.0,2
Lina,21.0,Sales,98095,86.0,4
Khalid,27.0,HR,92288,61.0,0
Noor,33.0,Marketing,70905,62.0,10
Zara,22.0,HR,99507,76.0,11
Mona,29.0,Marketing,86068,98.0,7
Khalid,30.0,Sales,48113,97.0,0
Khalid,29.0,Marketing,72861,99.0,0
Lina,28.0,Marketing,108487,78.0,13
Mona,32.0,Finance,55617,78.0,6
Sara,32.0,Sales,32583,64.0,13
Omar,30.0,IT,56250,64.0,10
Sara,28.0,IT,33055,73.0,13
Mona,34.0,Sales,102337,,7
Sara,23.0,IT,64426,95.0,2
Ali,33.0,Sales,90532,99.0,1
Noor,32.0,IT,119376,94.0,6
Ali,31.0,Finance,39933,80.0,9
Fahad,30.0,IT,61979,64.0,4
Sara,21.0,Marketing,75047,83.0,14
Fahad,37.0,Sales,34137,98.0,0
Zara,34.0,HR,41423,83.0,1
Hassan,25.0,HR,119851,99.0,2
Zara,34.0,Sales,64482,72.0,5
Mona,31.0,Finance,74156,97.0,13
Khalid,27.0,IT,82483,60.0,0
Noor,36.0,Finance,64754,98.0,14
Sara,28.0,HR,66312,69.0,7
Lina,37.0,Sales,53363,61.0,1
Hassan,33.0,Sales,47085,75.0,4
Omar,35.0,Finance,86889,96.0,7
Omar,33.0,Finance,109951,,12
Omar,33.0,IT,86414,82.0,4
Sara,31.0,Marketing,77052,85.0,12
Omar,26.0,Marketing,116934,75.0,13
Ali,30.0,IT,62691,86.0,7
Hassan,35.0,Marketing,102195,100.0,13
Ali,34.0,HR,116180,89.0,5
Khalid,33.0,Marketing,84697,92.0,6
Hassan,20.0,IT,33044,91.0,7
Ali,29.0,Marketing,33883,68.0,2
Hassan,28.0,Sales,61712,70.0,12
Khalid,24.0,Finance,114860,96.0,11
Fahad,35.0,HR,51545,65.0,13
Sara,20.0,Sales,48204,89.0,4
Sara,34.0,Sales,53268,99.0,9
Omar,37.0,IT,111298,74.0,6
Zara,29.0,Finance,114383,89.0,8
Omar,30.0,Finance,66139,77.0,13
Mona,35.0,HR,105652,71.0,5
Ali,26.0,IT,58436,63.0,9
Hassan,33.0,HR,98324,75.0,0
Zara,25.0,Marketing,34125,82.0,10
Khalid,24.0,Sales,99142,70.0,7
Mona,31.0,HR,71534,83.0,5
Khalid,30.0,Sales,116842,81.0,0
Sara,21.0,IT,72973,98.0,3
Sara,37.0,Marketing,106369,74.0,5
Omar,28.0,IT,117533,74.0,12
Ali,33.0,Marketing,63521,69.0,14
Zara,38.0,Marketing,37488,87.0,9
Noor,31.0,Sales,69974,95.0,0
Mona,36.0,IT,72448,76.0,9
Mona,26.0,IT,37938,95.0,4
Omar,37.0,HR,81113,81.0,2
Sara,26.0,IT,45770,82.0,6
Omar,27.0,HR,82635,88.0,12
Hassan,23.0,Finance,102171,81.0,7
Zara,31.0,Finance,104165,70.0,2
Ali,33.0,Finance,87822,95.0,9
Fahad,34.0,IT,79934,88.0,2
Lina,23.0,IT,95526,91.0,13
Lina,32.0,HR,51487,73.0,10
Omar,32.0,Marketing,83319,77.0,2
Hassan,33.0,HR,42869,97.0,13
Zara,26.0,Finance,104755,96.0,10
Noor,17.0,HR,70797,93.0,5
Lina,34.0,Marketing,86298,82.0,5
Zara,29.0,IT,112209,91.0,14
Ali,31.0,HR,112299,62.0,2
Khalid,30.0,Finance,74933,81.0,5
Hassan,31.0,Finance,106579,82.0,8
Sara,34.0,IT,39570,63.0,10
Zara,21.0,HR,36886,72.0,7
Ali,36.0,Marketing,97494,91.0,10
Noor,29.0,IT,73087,88.0,12
Fahad,38.0,HR,97719,99.0,12
Sara,28.0,Sales,33774,99.0,6
Fahad,27.0,Finance,59018,69.0,6
Noor,29.0,Marketing,115839,72.0,7
Ali,32.0,Marketing,44272,76.0,6
Lina,29.0,Marketing,52586,97.0,12
Fahad,33.0,Finance,63545,61.0,2
Sara,28.0,HR,32566,76.0,7
Omar,30.0,IT,106489,85.0,7
Mona,41.0,HR,95355,97.0,12
Zara,32.0,IT,61696,96.0,0
Lina,32.0,Marketing,102940,64.0,9
Fahad,23.0,HR,97117,84.0,4
Khalid,37.0,Marketing,109602,68.0,13
Zara,35.0,Sales,70735,87.0,4
Omar,26.0,Marketing,103375,81.0,0
Noor,35.0,Marketing,80637,88.0,5
Mona,32.0,IT,52129,94.0,13
Ali,30.0,Sales,60845,79.0,5
Omar,36.0,Marketing,109449,64.0,13
Omar,27.0,Marketing,96500,98.0,11
Noor,26.0,Sales,40739,91.0,3
Hassan,31.0,Sales,88172,98.0,5
Noor,33.0,HR,32673,69.0,13
Hassan,35.0,IT,61171,99.0,5
Hassan,29.0,Sales,119179,76.0,0
Lina,26.0,Sales,40624,96.0,4
Lina,43.0,Finance,96764,74.0,1
Sara,25.0,Sales,82930,68.0,14
Fahad,,IT,64608,91.0,13
Fahad,34.0,Marketing,79649,82.0,6
Ali,36.0,Marketing,112456,70.0,12
Fahad,27.0,Marketing,49689,72.0,8
Lina,21.0,Marketing,93503,77.0,14
Sara,27.0,Finance,102660,68.0,8
Sara,,Sales,72124,64.0,13
Hassan,33.0,Marketing,37587,81.0,14
Noor,33.0,HR,33527,91.0,10
Ali,34.0,Marketing,63067,61.0,8
Hassan,37.0,Sales,81538,80.0,10
Noor,26.0,Marketing,99499,87.0,6
Fahad,24.0,Finance,67455,83.0,6
Hassan,32.0,IT,50243,83.0,0
Zara,25.0,IT,62693,73.0,10
Fahad,24.0,Sales,99231,96.0,10
Noor,36.0,IT,104648,86.0,5
Ali,31.0,IT,62059,83.0,13
Noor,30.0,HR,88867,65.0,14
Hassan,30.0,Sales,102778,85.0,4
Hassan,29.0,Sales,105477,74.0,7
Omar,36.0,IT,85283,,7
Ali,22.0,IT,93853,95.0,10
Khalid,22.0,IT,50001,69.0,3
Fahad,25.0,Finance,32700,87.0,0
Sara,31.0,Marketing,80157,68.0,5
Ali,39.0,Finance,48085,,9
Sara,34.0,Sales,93883,69.0,14
Ali,33.0,HR,88147,63.0,0
Ali,30.0,Marketing,43339,63.0,4
Noor,23.0,HR,45834,65.0,4
Ali,33.0,Sales,106620,85.0,2
Omar,40.0,Sales,59543,99.0,4
Khalid,29.0,HR,65930,75.0,5
Hassan,27.0,HR,71074,67.0,4
Mona,29.0,HR,90673,87.0,0
Sara,33.0,Sales,59044,75.0,14
Hassan,31.0,IT,108673,97.0,11
Mona,35.0,HR,64905,60.0,11
Khalid,30.0,Marketing,84004,,6
Khalid,29.0,Sales,92761,76.0,14
Sara,31.0,Finance,101484,87.0,2
Sara,27.0,Finance,113725,71.0,6
Khalid,39.0,Marketing,118333,65.0,4
Mona,34.0,IT,99105,66.0,12
Ali,25.0,HR,56012,67.0,11
Fahad,26.0,Sales,93696,62.0,14
Zara,33.0,HR,108513,80.0,2
Hassan,31.0,Sales,51694,67.0,12
Noor,32.0,Finance,74388,87.0,10
Hassan,29.0,HR,112368,89.0,5
Noor,32.0,Marketing,62835,91.0,0
Mona,29.0,IT,97398,70.0,5
Noor,33.0,Marketing,48186,79.0,12
Sara,34.0,IT,59545,75.0,12
Fahad,38.0,HR,74391,84.0,12
Fahad,27.0,HR,103855,68.0,3
Sara,30.0,IT,75788,98.0,3
Omar,24.0,Finance,58401,99.0,4
Mona,39.0,Sales,88611,99.0,12
Omar,,Marketing,42202,62.0,8
Omar,38.0,Marketing,93368,75.0,0
Hassan,30.0,Marketing,115658,71.0,2
Khalid,32.0,HR,63135,74.0,14
Hassan,29.0,Marketing,118121,63.0,10
Khalid,30.0,Sales,93535,,3
Zara,33.0,Sales,44897,86.0,1
Noor,22.0,IT,51291,98.0,8
Khalid,27.0,HR,83408,96.0,10
Sara,26.0,Sales,103830,72.0,14
Hassan,32.0,Finance,84093,96.0,6
Mona,30.0,HR,34507,99.0,0
Noor,33.0,HR,58854,80.0,8
Zara,31.0,Sales,45475,88.0,5
Khalid,35.0,Finance,74905,88.0,1
Zara,,IT,109870,70.0,0
Mona,30.0,Sales,114366,87.0,5
Omar,36.0,Finance,114285,69.0,6
Fahad,35.0,HR,70185,64.0,9
Mona,23.0,Finance,94398,84.0,14
Lina,25.0,HR,106593,92.0,5
Mona,30.0,Sales,56427,76.0,6
Zara,29.0,Sales,85535,92.0,5
Sara,30.0,Marketing,106572,84.0,7
Hassan,34.0,Marketing,93690,92.0,1
Sara,31.0,Marketing,44060,68.0,8
Zara,32.0,Sales,80641,86.0,8
Hassan,33.0,IT,43607,84.0,10
Lina,35.0,Sales,93560,63.0,8
Fahad,15.0,Finance,94213,68.0,6
Noor,28.0,Sales,119610,74.0,8
Zara,26.0,Sales,91776,75.0,0
Khalid,32.0,HR,78864,75.0,2
Zara,28.0,HR,115309,72.0,1
Zara,30.0,HR,62970,73.0,10
Hassan,34.0,Sales,58210,81.0,14
Ali,27.0,IT,74088,80.0,14
Mona,32.0,Finance,90035,68.0,0
Ali,,Finance,41683,100.0,4
Lina,34.0,IT,32962,63.0,0
Khalid,22.0,IT,92248,69.0,2
Fahad,29.0,Finance,65552,94.0,5
Omar,32.0,Marketing,75321,68.0,5
Lina,33.0,HR,77350,75.0,2
Omar,29.0,HR,93565,77.0,3
Omar,27.0,Finance,73861,69.0,6
Fahad,30.0,IT,69164,80.0,5
Sara,25.0,Marketing,112095,74.0,12
Ali,35.0,Finance,74963,,10
Zara,39.0,HR,101227,70.0,13
Noor,32.0,Sales,33532,99.0,13
Omar,29.0,IT,50733,100.0,1
Khalid,35.0,Sales,113463,96.0,8
Lina,34.0,Finance,73114,79.0,13
Sara,29.0,HR,109018,93.0,5
Omar,30.0,Marketing,35456,81.0,1
Sara,27.0,Sales,33413,77.0,6
Sara,31.0,Marketing,37085,75.0,10
Omar,31.0,HR,57937,64.0,10
Hassan,26.0,Sales,50563,60.0,9
Mona,25.0,Marketing,104868,78.0,9
Khalid,23.0,Marketing,67575,69.0,3
Zara,32.0,Sales,37386,80.0,0
Zara,30.0,HR,89150,72.0,9
Khalid,30.0,Marketing,59572,83.0,8
Hassan,32.0,Finance,65271,82.0,13
Zara,25.0,Sales,79810,82.0,12
Sara,25.0,IT,94260,70.0,10
Fahad,31.0,IT,106566,61.0,9
Lina,21.0,HR,43138,65.0,7
Ali,29.0,Finance,77369,70.0,4
Zara,42.0,Marketing,45646,74.0,2
Khalid,23.0,IT,58812,68.0,3
Fahad,28.0,HR,118958,71.0,2
Omar,19.0,Finance,106181,95.0,9
Mona,29.0,Finance,44628,87.0,7
Khalid,40.0,HR,54486,82.0,12
Sara,32.0,HR,117945,86.0,4
Mona,27.0,Marketing,69266,83.0,12
Lina,41.0,HR,118268,73.0,10
Lina,21.0,Marketing,76557,94.0,7
Hassan,32.0,Marketing,114961,86.0,0
Noor,30.0,Sales,107731,80.0,14
Hassan,29.0,Finance,114258,72.0,8
Fahad,34.0,Finance,46494,67.0,10
Mona,24.0,Finance,51571,93.0,9
Noor,32.0,Sales,64486,82.0,2
Omar,31.0,Marketing,118436,68.0,0
Sara,26.0,Marketing,91635,60.0,2
Mona,40.0,HR,30125,95.0,12
Hassan,29.0,Sales,78814,75.0,1
Ali,29.0,HR,49318,84.0,6
Noor,25.0,Sales,92363,77.0,9
Noor,29.0,HR,73162,93.0,3
Sara,42.0,IT,37590,97.0,6
Zara,29.0,Finance,64850,62.0,2
Lina,33.0,Finance,42134,79.0,13
Lina,35.0,Marketing,55230,78.0,5
Ali,29.0,IT,45058,72.0,6
Fahad,28.0,Finance,109837,76.0,6
Fahad,32.0,Marketing,57039,73.0,14
Omar,29.0,IT,95820,89.0,13
Mona,28.0,Finance,68334,81.0,4
Khalid,35.0,HR,73525,88.0,5
Zara,30.0,Sales,114194,,2
Hassan,36.0,IT,58443,67.0,11
Khalid,30.0,Marketing,33972,73.0,3
Khalid,23.0,IT,94936,93.0,10
Noor,13.0,Marketing,109215,72.0,5
Ali,21.0,IT,59519,69.0,2
Lina,22.0,Marketing,109914,67.0,14
Omar,31.0,Finance,105864,66.0,6
Fahad,,HR,85881,72.0,2
Ali,20.0,Finance,54732,85.0,14
Noor,29.0,HR,47673,91.0,8
Hassan,25.0,Finance,105909,78.0,3
Omar,32.0,Finance,35720,74.0,1
Noor,32.0,IT,89115,61.0,5
Lina,33.0,Sales,81940,96.0,13
Lina,17.0,Marketing,35153,78.0,8
Lina,30.0,Marketing,101762,92.0,12
Ali,29.0,Marketing,98512,98.0,9
Ali,24.0,HR,68019,92.0,9
Fahad,19.0,Marketing,114833,60.0,1
Fahad,29.0,Marketing,46587,98.0,14
Hassan,35.0,IT,48206,87.0,3
Omar,17.0,Finance,40736,76.0,4
Sara,26.0,Marketing,36971,65.0,8
Sara,31.0,Sales,86577,79.0,6
Noor,36.0,Marketing,105043,72.0,4
Lina,28.0,HR,55724,71.0,5
Omar,,HR,117702,89.0,8
Khalid,21.0,HR,108694,80.0,14
Ali,20.0,Marketing,85155,61.0,3
Mona,35.0,IT,41108,77.0,13
Zara,18.0,Sales,107613,87.0,12
Hassan,32.0,Marketing,99711,63.0,1
Lina,29.0,IT,86938,65.0,4
Lina,25.0,IT,98498,97.0,13
Lina,,Marketing,109152,68.0,6
Ali,24.0,Marketing,47751,79.0,14
Ali,28.0,IT,100746,89.0,11
Zara,30.0,IT,62390,96.0,3
Khalid,28.0,IT,45993,97.0,11
Omar,27.0,Marketing,90403,63.0,0
Lina,31.0,IT,56859,97.0,7
Sara,38.0,HR,50878,72.0,4
Fahad,29.0,Marketing,110459,94.0,9
Sara,34.0,HR,57100,89.0,14
Noor,25.0,Finance,119622,63.0,1
Sara,23.0,Marketing,92284,84.0,2
Noor,32.0,Finance,89976,90.0,11
Mona,29.0,IT,70023,71.0,13
Fahad,36.0,IT,77709,74.0,9
Sara,37.0,Sales,106553,85.0,11
Mona,34.0,IT,84524,69.0,9
Hassan,34.0,Finance,115049,71.0,4
Omar,13.0,IT,74974,81.0,10
Mona,32.0,Marketing,76478,99.0,3
Omar,34.0,IT,83768,80.0,8
Sara,24.0,Sales,110396,94.0,8
Khalid,30.0,IT,103622,66.0,7
Mona,25.0,Finance,78544,77.0,1
Fahad,35.0,Finance,48050,86.0,14
Sara,25.0,IT,49784,94.0,4
Lina,26.0,Finance,41774,61.0,13
Ali,28.0,Finance,64968,91.0,7
Mona,41.0,Sales,88236,74.0,7
Fahad,35.0,Marketing,107678,83.0,6
Hassan,38.0,Sales,80135,79.0,3
Lina,21.0,HR,53007,69.0,2
Hassan,,Sales,55158,83.0,7
Sara,37.0,IT,101587,83.0,7
Ali,21.0,Marketing,34115,83.0,12
Mona,27.0,IT,114560,99.0,9
Mona,40.0,HR,89317,93.0,4
Khalid,25.0,Marketing,36371,100.0,2
Khalid,21.0,Finance,69355,99.0,4
Sara,30.0,Sales,73375,70.0,3
Sara,21.0,IT,104616,85.0,7
Ali,,HR,97419,60.0,1
Khalid,26.0,Finance,100357,89.0,10
Fahad,25.0,Sales,38338,77.0,7
Fahad,30.0,Finance,52007,85.0,9
Ali,28.0,Sales,32477,68.0,5
Fahad,31.0,Marketing,108671,68.0,3
Noor,33.0,Finance,72423,60.0,10
Omar,29.0,Finance,105973,66.0,13
Ali,24.0,Finance,78100,75.0,13
Ali,34.0,Marketing,105038,97.0,13
Zara,27.0,HR,59236,70.0,2
Lina,26.0,Sales,30368,84.0,9
Lina,31.0,Finance,55839,88.0,12
Noor,20.0,Marketing,103098,78.0,4
Khalid,32.0,HR,37139,77.0,5
Sara,31.0,Sales,57141,88.0,0
Sara,36.0,Marketing,94262,75.0,0
Hassan,27.0,Sales,36704,99.0,10
Noor,37.0,Finance,31887,67.0,9
Ali,33.0,HR,41975,93.0,2
Noor,30.0,Marketing,30544,65.0,1
Noor,39.0,HR,114984,89.0,11
Noor,30.0,Finance,118366,93.0,0
Lina,27.0,HR,76323,80.0,10
Noor,31.0,HR,80382,71.0,14
Omar,27.0,IT,53926,,7
Sara,,HR,43333,98.0,11
Hassan,37.0,Sales,46942,65.0,12
Omar,30.0,Marketing,110220,63.0,0
Hassan,30.0,IT,52447,68.0,9
Zara,34.0,Marketing,104397,64.0,13
Hassan,36.0,Marketing,54833,69.0,7
Sara,28.0,Finance,112990,67.0,4
Sara,31.0,Finance,96586,82.0,12
Noor,34.0,IT,115958,63.0,3
Mona,32.0,Finance,51530,96.0,7
Zara,21.0,Finance,77060,66.0,14
Ali,35.0,Finance,111292,65.0,7
Fahad,33.0,Marketing,99558,74.0,10
Hassan,33.0,IT,71104,94.0,13
Mona,24.0,Marketing,32634,91.0,7
Noor,31.0,Sales,95210,73.0,2
Lina,34.0,Marketing,37288,94.0,11
Ali,26.0,Sales,104528,70.0,7
Khalid,27.0,HR,64253,69.0,12
Mona,34.0,HR,57005,76.0,0
Lina,27.0,Sales,79824,72.0,12
Zara,29.0,Sales,107702,93.0,3
Noor,25.0,Marketing,83574,64.0,4
Ali,39.0,Sales,47798,69.0,5
Ali,33.0,IT,90712,91.0,4
Ali,29.0,HR,59301,71.0,4
Zara,28.0,HR,85267,72.0,4
Hassan,24.0,Sales,33894,80.0,8
Khalid,29.0,Finance,33846,92.0,9
Zara,33.0,Finance,93571,100.0,9
Fahad,26.0,Sales,44481,91.0,2
Khalid,31.0,IT,72154,71.0,1
Sara,28.0,Finance,81176,94.0,9
Noor,37.0,Sales,86628,95.0,1
Zara,27.0,IT,38048,97.0,14
Lina,34.0,IT,57386,87.0,7
Khalid,37.0,Marketing,63336,72.0,4
Fahad,,IT,53853,71.0,14
Sara,27.0,Finance,64713,81.0,4
Hassan,35.0,Finance,87690,61.0,5
Lina,21.0,Sales,46791,88.0,8
Khalid,32.0,Sales,99764,72.0,6
Noor,22.0,IT,107481,94.0,4
Lina,36.0,HR,71573,,4
Sara,29.0,Marketing,69899,93.0,9
Lina,30.0,HR,44975,78.0,8
Omar,26.0,IT,103247,68.0,8
Mona,22.0,IT,42105,90.0,1
Hassan,36.0,HR,79645,92.0,6
Sara,29.0,Marketing,60146,86.0,9
Lina,46.0,HR,110774,61.0,0
Mona,26.0,Sales,33868,74.0,3
Mona,27.0,Finance,83537,78.0,1
Lina,26.0,Sales,74294,90.0,9
Noor,29.0,Finance,91264,75.0,8
Omar,38.0,IT,105596,74.0,14
Zara,35.0,Marketing,35433,65.0,11
Omar,22.0,HR,52612,73.0,5
Lina,36.0,Marketing,47822,86.0,3
Hassan,33.0,HR,64120,97.0,2
Zara,32.0,Sales,71004,78.0,3
Sara,27.0,Sales,51294,96.0,1
Omar,27.0,HR,114300,63.0,4
Lina,31.0,Marketing,100096,85.0,8
Omar,27.0,HR,112119,68.0,5
Zara,37.0,IT,111096,100.0,1
Fahad,27.0,Sales,34424,99.0,5
Khalid,20.0,IT,70615,74.0,8
Omar,23.0,Sales,56863,100.0,13
Sara,24.0,Sales,59469,,3
Sara,29.0,Finance,53184,63.0,0
Ali,31.0,IT,119446,85.0,1
Omar,30.0,IT,117940,77.0,4
Khalid,32.0,Finance,65175,100.0,9
Noor,29.0,Marketing,84649,94.0,6
Mona,29.0,IT,93872,100.0,7
Khalid,39.0,HR,99327,100.0,2
Mona,36.0,Finance,62208,88.0,8
Mona,32.0,IT,82445,83.0,1
Fahad,35.0,Marketing,81998,63.0,3
Ali,20.0,IT,86994,80.0,3
Khalid,26.0,Sales,82463,98.0,14
Khalid,28.0,HR,89895,66.0,5
Fahad,26.0,Finance,105165,82.0,9
Omar,22.0,Sales,62894,99.0,5
Omar,32.0,Marketing,51990,80.0,2
Omar,37.0,Sales,72580,60.0,8
Hassan,30.0,Sales,103230,100.0,10
Mona,33.0,Marketing,66087,84.0,4
Hassan,30.0,Sales,38673,90.0,14
Ali,28.0,Finance,68199,97.0,13
Fahad,35.0,IT,62187,64.0,1
Khalid,23.0,Sales,99914,90.0,5
Mona,21.0,Finance,53553,60.0,2
Hassan,23.0,IT,82287,89.0,7
Hassan,34.0,IT,73780,77.0,14
Lina,30.0,Sales,118060,67.0,12
Hassan,32.0,Finance,112158,85.0,2
Noor,38.0,Sales,31420,99.0,4
Khalid,24.0,Marketing,77440,74.0,14
Noor,36.0,IT,95876,78.0,3
Khalid,28.0,Sales,74310,69.0,3
Fahad,27.0,IT,73953,83.0,1
Khalid,30.0,Finance,34987,75.0,7
Noor,31.0,HR,75517,90.0,2
Khalid,29.0,Sales,62456,75.0,3
Fahad,33.0,Sales,68180,75.0,5
Fahad,30.0,IT,92237,87.0,14
Ali,29.0,Finance,115398,79.0,8
Khalid,28.0,Marketing,87505,94.0,14
Lina,31.0,Finance,103206,68.0,13
Omar,23.0,Sales,119782,99.0,11
Sara,25.0,Marketing,109302,69.0,3
Fahad,28.0,Finance,59681,77.0,2
Zara,33.0,HR,38323,74.0,4
Omar,41.0,IT,97393,89.0,8
Mona,,Finance,77223,91.0,0
Khalid,21.0,Finance,90832,99.0,4
Noor,26.0,HR,55247,86.0,10
Sara,33.0,Sales,114076,86.0,3
Zara,,IT,38484,78.0,4
Omar,23.0,Finance,60682,69.0,6
Khalid,33.0,Marketing,100459,65.0,6
Ali,32.0,Finance,72019,83.0,6
Mona,23.0,IT,111456,68.0,0
Sara,26.0,Finance,73263,86.0,8
Lina,36.0,HR,51938,66.0,14
Ali,34.0,Finance,84890,65.0,6
Zara,24.0,Finance,43319,92.0,14
Sara,20.0,Marketing,89432,80.0,3
Ali,31.0,HR,90772,97.0,3
Mona,29.0,HR,36900,76.0,1
Lina,31.0,Finance,97696,90.0,5
Ali,33.0,Marketing,46236,96.0,12
Hassan,25.0,Finance,94255,70.0,11
Lina,28.0,Finance,86485,87.0,9
Zara,26.0,IT,92293,64.0,2
Mona,26.0,IT,36221,71.0,14
Khalid,33.0,Marketing,55294,62.0,0
Noor,31.0,Sales,40038,100.0,4
Noor,22.0,IT,115187,97.0,5
Noor,34.0,Sales,83649,61.0,10
Sara,28.0,HR,53360,85.0,4
Zara,34.0,IT,38255,61.0,4
Mona,25.0,IT,98235,71.0,11
Lina,,Marketing,117464,99.0,9
Sara,31.0,Sales,78169,,12
Zara,25.0,IT,30372,100.0,13
Khalid,29.0,IT,83179,75.0,10
Hassan,24.0,Marketing,87649,,13
Mona,28.0,Marketing,48898,,12
Noor,30.0,Sales,80083,63.0,7
